question,conditions
10元以下高业绩的低价A股有哪些？,"[{""date"": ""2025-12-04"", ""factor"": ""收盘价_不复权"", ""id"": ""c4<=10"", ""classid"": """", ""subclassid"": """", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""扣非净利润全市场靠前"", ""id"": ""908"", ""classid"": 4, ""subclassid"": ""2"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""低价"", ""id"": ""148"", ""classid"": 1, ""subclassid"": ""3"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""全A等权"", ""id"": ""845"", ""classid"": ""1"", ""subclassid"": ""7"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
股票处于减持周期内，涨幅大于4%,"[{""date"": ""2025-12-04"", ""factor"": ""股票处于减持周期内"", ""id"": ""1190"", ""classid"": 5, ""subclassid"": ""2"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""1日涨幅"", ""id"": ""c24[1]>4%"", ""classid"": ""1"", ""subclassid"": ""2"", ""back_test_type"": ""1"", ""sort"": ""降序"", ""sort_type"": ""2""}]"
5日换手变动创长期新低的人形机器人概念股有哪些,"[{""date"": ""2025-12-04"", ""factor"": ""5日换手变动长期新低"", ""id"": ""3878"", ""classid"": 3, ""subclassid"": ""9"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""人形机器人"", ""id"": ""7030"", ""classid"": 1, ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}]"
敢死队买入的龙头股是哪个股？,"[{""date"": ""2025-12-04"", ""factor"": ""月度强势"", ""id"": ""3"", ""classid"": 2, ""subclassid"": ""1"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
请查询2025-10-22出现120日BIAS强劲的股票,"[{""date"": ""2025-10-22"", ""factor"": ""120日BIAS强劲"", ""id"": ""3768"", ""classid"": ""3"", ""subclassid"": ""10"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
作手新一卖出的股票有哪些,"[{""date"": ""2025-12-04"", ""factor"": ""作手新一卖出"", ""id"": ""4130"", ""classid"": 8, ""subclassid"": ""4"", ""back_test_type"": ""2"", ""sort_type"": ""0""}]"
我想投资国产芯片，看换手率全市场最小100个的股票有哪些,"[{""date"": ""2025-12-04"", ""factor"": ""芯片概念"", ""id"": ""627"", ""classid"": ""1"", ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""换手率全市场最小100个"", ""id"": ""967"", ""classid"": 2, ""subclassid"": ""8"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
赵老哥卖出的消费股有哪几只,"[{""date"": ""2025-12-04"", ""factor"": ""赵老哥卖出"", ""id"": ""4098"", ""classid"": 8, ""subclassid"": ""4"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""酒及饮料|旅游酒店|农副食品|休闲食品|纺织业|服装"", ""id"": ""203|482|171|681|238|152"", ""classid"": """", ""subclassid"": """", ""back_test_type"": ""2"", ""sort_type"": ""0""}]"
账上现金大于1000亿的股票有哪些,"[{""date"": ""2025-12-04"", ""factor"": ""账上现金大于1000亿"", ""id"": ""937"", ""classid"": 4, ""subclassid"": ""4"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
30日波动显著的股票,"[{""date"": ""2025-12-04"", ""factor"": ""30日波动"", ""id"": ""1719"", ""classid"": 2, ""subclassid"": ""5"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
10日密集放量的半导体股有哪些,"[{""date"": ""2025-12-04"", ""factor"": ""10日密集放量"", ""id"": ""1465"", ""classid"": 3, ""subclassid"": ""9"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""半导体"", ""id"": ""547"", ""classid"": 1, ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}]"
中期发力的上市公司有哪些,"[{""date"": ""2025-12-04"", ""factor"": ""中期发力"", ""id"": ""1729"", ""classid"": 3, ""subclassid"": ""1"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
请查询2025-10-22换手率20日变动积极的股票,"[{""date"": ""2025-10-22"", ""factor"": ""20日换手变动积极"", ""id"": ""3919"", ""classid"": ""3"", ""subclassid"": ""9"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
出现黄金量形态的上市公司有哪些？,"[{""date"": ""2025-12-04"", ""factor"": ""黄金量"", ""id"": ""1359"", ""classid"": 3, ""subclassid"": ""9"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
前3月销额累计值同比下降(食饮)，市值小于等于100亿，均线多头排列,"[{""date"": ""2025-12-04"", ""factor"": ""总市值"", ""id"": ""c42<=100.0亿元"", ""classid"": ""1"", ""subclassid"": ""8"", ""back_test_type"": ""1"", ""sort"": ""升序"", ""sort_type"": ""1""}, {""date"": ""2025-12-04"", ""factor"": ""短期均线多头"", ""id"": ""73"", ""classid"": 3, ""subclassid"": ""2"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
现在有10日资金流出新高的股票,"[{""date"": ""2025-12-04"", ""factor"": ""10日资金流出新高"", ""id"": ""1276"", ""classid"": 8, ""subclassid"": ""1"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
5交易日内业绩预告亏损小幅增加的股票,"[{""date"": ""2025-12-04"", ""factor"": ""业绩预告亏损小幅增加"", ""id"": ""1178"", ""classid"": 5, ""subclassid"": ""1"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
60日下破预警的股票有哪些,"[{""date"": ""2025-12-04"", ""factor"": ""60日下破预警"", ""id"": ""3686"", ""classid"": 3, ""subclassid"": ""1"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
营业总利润环比翻倍，且涨幅大于4%,"[{""date"": ""2025-12-04"", ""factor"": ""营业总利润环比翻倍"", ""id"": ""903"", ""classid"": 4, ""subclassid"": ""2"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""1日涨幅"", ""id"": ""c24[1]>4%"", ""classid"": ""1"", ""subclassid"": ""2"", ""back_test_type"": ""1"", ""sort"": ""降序"", ""sort_type"": ""2""}]"
沪市10日MACD反复死叉的中科院概念股票？,"[{""date"": ""2025-12-04"", ""factor"": ""沪市等权"", ""id"": ""846"", ""classid"": 1, ""subclassid"": ""7"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""10日macd反复死叉"", ""id"": ""1521"", ""classid"": 3, ""subclassid"": ""3"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""中科院系"", ""id"": ""439"", ""classid"": ""1"", ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}]"
